DISTRICT,YEAR,PER_TURN_ALL,PER_TURN_INEXP,NUM_TEACH,NUM_TEACH_INEXP,PER_TEACH_INEXP,NUM_TEACH_EXP,PER_TEACH_EXP,PER_FREE_LUNCH,PER_REDUCED_LUNCH,PER_FRPL,K12,ATTENDANCE_RATE,PER_ELL,PER_BLACK,PER_HISP,PER_ASIAN,PER_WHITE,PER_SWD,PER_STATE_LOCAL_EXP,PER_FED_STATE_LOCAL_EXP,NUM_TOT_TURN,NUM_INEXP_TURN,NUM_EXP_TURN,PER_TURN_EXP
ROSLYN UFSD,2022,0.05,0.14,281.0,15.0,5.0,266.0,94.66192170818505,11.0,1.0,12.0,3295.0,94.0,3.0,3.0,8.0,22.0,64.0,10.0,29375.0,29635.0,14.05,2.1,11.950000000000001,0.044924812030075194
PORT WASHINGTON UFSD,2022,0.08,0.23,476.0,27.0,6.0,449.0,94.32773109243698,16.0,2.0,18.0,5140.0,95.0,9.0,1.0,21.0,11.0,62.0,16.0,26428.0,27451.0,38.08,6.21,31.869999999999997,0.07097995545657015
NEW HYDE PARK-GARDEN CITY PARK UFSD,2022,0.11,0.5,127.0,11.0,9.0,116.0,91.33858267716536,16.0,2.0,18.0,1535.0,92.0,9.0,1.0,14.0,61.0,21.0,13.0,19965.0,21534.0,13.97,5.5,8.47,0.07301724137931034
MANHASSET UFSD,2022,0.15,0.34,249.0,44.0,18.0,205.0,82.32931726907631,8.0,1.0,9.0,3009.0,95.0,2.0,3.0,8.0,27.0,59.0,12.0,28589.0,28895.0,37.35,14.96,22.39,0.10921951219512195
GREAT NECK UFSD,2022,0.14,0.33,668.0,63.0,9.0,605.0,90.5688622754491,17.0,2.0,19.0,6516.0,96.0,4.0,1.0,9.0,46.0,40.0,17.0,30326.0,30808.0,93.52000000000001,20.790000000000003,72.73,0.12021487603305786
HERRICKS UFSD,2022,0.1,0.26,361.0,38.0,11.0,323.0,89.47368421052632,14.0,1.0,15.0,4128.0,96.0,5.0,1.0,5.0,72.0,21.0,12.0,26763.0,27177.0,36.1,9.88,26.22,0.0811764705882353
MINEOLA UFSD,2022,0.13,0.2,242.0,51.0,21.0,191.0,78.92561983471074,30.0,2.0,32.0,2765.0,94.0,12.0,3.0,33.0,14.0,47.0,14.0,28979.0,29980.0,31.46,10.200000000000001,21.259999999999998,0.1113089005235602
CARLE PLACE UFSD,2022,0.07,0.09,152.0,19.0,13.0,133.0,87.5,12.0,3.0,15.0,1273.0,95.0,5.0,2.0,25.0,9.0,62.0,17.0,35842.0,36322.0,10.64,1.71,8.93,0.06714285714285714
NORTH SHORE CSD,2022,0.14,0.24,299.0,64.0,21.0,235.0,78.59531772575251,10.0,1.0,11.0,2519.0,95.0,3.0,0.0,11.0,9.0,74.0,17.0,39765.0,40017.0,41.86000000000001,15.36,26.500000000000007,0.11276595744680853
SYOSSET CSD,2022,0.13,0.49,651.0,53.0,8.0,598.0,91.85867895545314,8.0,1.0,9.0,6741.0,97.0,3.0,0.0,5.0,45.0,47.0,9.0,31511.0,32064.0,84.63000000000001,25.97,58.66000000000001,0.09809364548494985
LOCUST VALLEY CSD,2022,0.14,0.41,194.0,20.0,10.0,174.0,89.69072164948454,15.0,0.0,15.0,1889.0,92.0,5.0,1.0,21.0,5.0,72.0,18.0,40134.0,41131.0,27.160000000000004,8.2,18.960000000000004,0.10896551724137933
PLAINVIEW-OLD BETHPAGE CSD,2022,0.17,0.51,490.0,39.0,8.0,451.0,92.04081632653062,8.0,0.0,8.0,5056.0,96.0,4.0,0.0,6.0,31.0,60.0,17.0,27107.0,28532.0,83.30000000000001,19.89,63.41000000000001,0.1405986696230599
OYSTER BAY-EAST NORWICH CSD,2022,0.1,0.04,158.0,21.0,13.0,137.0,86.70886075949366,21.0,3.0,24.0,1392.0,93.0,10.0,3.0,27.0,4.0,63.0,16.0,35337.0,35916.0,15.8,0.84,14.96,0.10919708029197081
JERICHO UFSD,2022,0.12,0.33,269.0,42.0,16.0,227.0,84.38661710037175,12.0,0.0,12.0,3176.0,95.0,5.0,2.0,3.0,68.0,24.0,9.0,33285.0,33967.0,32.28,13.860000000000001,18.42,0.08114537444933921
HICKSVILLE UFSD,2022,0.11,0.21,431.0,62.0,14.0,369.0,85.61484918793504,38.0,3.0,41.0,5205.0,93.0,13.0,2.0,37.0,37.0,22.0,14.0,23490.0,24266.0,47.410000000000004,13.02,34.39,0.09319783197831978
PLAINEDGE UFSD,2022,0.14,0.41,243.0,23.0,9.0,220.0,90.53497942386831,8.0,0.0,8.0,2776.0,93.0,1.0,1.0,10.0,5.0,82.0,15.0,27256.0,28433.0,34.02,9.43,24.590000000000003,0.11177272727272729
BETHPAGE UFSD,2022,0.08,0.25,258.0,28.0,11.0,230.0,89.14728682170544,16.0,1.0,17.0,2919.0,96.0,3.0,1.0,17.0,23.0,58.0,12.0,26847.0,27578.0,20.64,7.0,13.64,0.059304347826086956
FARMINGDALE UFSD,2022,0.14,0.36,490.0,94.0,19.0,396.0,80.81632653061224,20.0,1.0,21.0,5246.0,93.0,5.0,6.0,28.0,7.0,56.0,18.0,28998.0,29696.0,68.60000000000001,33.839999999999996,34.76000000000001,0.0877777777777778
MASSAPEQUA UFSD,2022,0.14,0.36,636.0,60.0,9.0,576.0,90.56603773584906,6.0,1.0,7.0,6488.0,94.0,1.0,0.0,8.0,2.0,87.0,14.0,27672.0,28332.0,89.04,21.599999999999998,67.44000000000001,0.11708333333333336
NYC CHANCELLOR'S OFFICE,2022,0.15,0.17,71616.0,25677.0,36.0,45939.0,64.1462801608579,,,,,88.0,,,,,,,25617.0,30472.0,10742.4,4365.09,6377.3099999999995,0.13882126297916803
NYC SPEC SCHOOLS - DIST 75,2022,0.14,0.12,5036.0,2264.0,45.0,2772.0,55.04368546465449,87.0,0.0,87.0,24949.0,79.0,23.0,34.0,41.0,10.0,12.0,99.0,,,705.0400000000001,271.68,433.36000000000007,0.15633477633477635
NYC GEOG DIST # 1 - MANHATTAN,2022,0.22,0.2,879.0,359.0,41.0,520.0,59.15813424345847,61.0,3.0,64.0,9377.0,87.0,9.0,15.0,41.0,20.0,19.0,25.0,,,193.38,71.8,121.58,0.2338076923076923
NYC GEOG DIST # 2 - MANHATTAN,2022,0.15,0.17,4416.0,1679.0,38.0,2737.0,61.979166666666664,52.0,3.0,55.0,54474.0,87.0,9.0,14.0,34.0,22.0,25.0,19.0,,,662.4,285.43,376.96999999999997,0.1377310924369748
NYC GEOG DIST # 3 - MANHATTAN,2022,0.17,0.21,1599.0,630.0,39.0,969.0,60.60037523452158,47.0,3.0,50.0,18401.0,89.0,5.0,18.0,33.0,10.0,32.0,21.0,,,271.83000000000004,132.29999999999998,139.53000000000006,0.14399380804953565
NYC GEOG DIST # 4 - MANHATTAN,2022,0.2,0.2,1036.0,471.0,45.0,565.0,54.536679536679536,80.0,3.0,83.0,10395.0,88.0,12.0,23.0,58.0,10.0,5.0,27.0,,,207.20000000000002,94.2,113.00000000000001,0.20000000000000004
NYC GEOG DIST # 5 - MANHATTAN,2022,0.22,0.29,828.0,321.0,39.0,507.0,61.23188405797102,80.0,1.0,81.0,8067.0,82.0,9.0,45.0,40.0,4.0,7.0,29.0,,,182.16,93.08999999999999,89.07000000000001,0.1756804733727811
NYC GEOG DIST # 6 - MANHATTAN,2022,0.18,0.18,1576.0,559.0,35.0,1017.0,64.53045685279187,83.0,2.0,85.0,16839.0,87.0,29.0,8.0,83.0,2.0,6.0,24.0,,,283.68,100.61999999999999,183.06,0.18
NYC GEOG DIST # 7 - BRONX,2022,0.19,0.21,1445.0,649.0,45.0,796.0,55.08650519031142,93.0,1.0,94.0,14242.0,84.0,17.0,26.0,69.0,1.0,2.0,27.0,,,274.55,136.29,138.26000000000002,0.17369346733668345
NYC GEOG DIST # 8 - BRONX,2022,0.17,0.16,1983.0,799.0,40.0,1184.0,59.70751386787695,84.0,2.0,86.0,21639.0,85.0,16.0,20.0,66.0,7.0,5.0,25.0,,,337.11,127.84,209.27,0.17674831081081083
NYC GEOG DIST # 9 - BRONX,2022,0.18,0.21,2470.0,1050.0,43.0,1420.0,57.48987854251012,93.0,1.0,94.0,25168.0,86.0,25.0,26.0,70.0,1.0,1.0,25.0,,,444.59999999999997,220.5,224.09999999999997,0.15781690140845067
NYC GEOG DIST #10 - BRONX,2022,0.15,0.18,3821.0,1444.0,38.0,2377.0,62.20884585187124,82.0,2.0,84.0,43380.0,88.0,22.0,15.0,69.0,8.0,6.0,22.0,,,573.15,259.92,313.22999999999996,0.13177534707614638
NYC GEOG DIST #11 - BRONX,2022,0.15,0.18,2647.0,903.0,34.0,1744.0,65.88590857574613,80.0,3.0,83.0,30958.0,88.0,14.0,35.0,45.0,9.0,9.0,22.0,,,397.05,162.54,234.51000000000002,0.13446674311926607
NYC GEOG DIST #12 - BRONX,2022,0.19,0.23,1580.0,712.0,45.0,868.0,54.936708860759495,92.0,1.0,93.0,16380.0,86.0,24.0,23.0,71.0,3.0,1.0,25.0,,,300.2,163.76000000000002,136.43999999999997,0.15718894009216586
NYC GEOG DIST #13 - BROOKLYN,2022,0.18,0.19,1427.0,501.0,35.0,926.0,64.89138051857043,59.0,4.0,63.0,18742.0,86.0,5.0,37.0,18.0,23.0,17.0,15.0,,,256.86,95.19,161.67000000000002,0.17458963282937368
NYC GEOG DIST #14 - BROOKLYN,2022,0.16,0.18,1371.0,503.0,37.0,868.0,63.31145149525893,71.0,2.0,73.0,14907.0,87.0,11.0,21.0,55.0,6.0,15.0,24.0,,,219.36,90.53999999999999,128.82000000000002,0.14841013824884794
NYC GEOG DIST #15 - BROOKLYN,2022,0.15,0.16,2346.0,819.0,35.0,1527.0,65.08951406649616,55.0,2.0,57.0,26339.0,89.0,16.0,13.0,37.0,16.0,29.0,24.0,,,351.9,131.04,220.85999999999999,0.14463654223968564
NYC GEOG DIST #16 - BROOKLYN,2022,0.18,0.2,538.0,219.0,41.0,319.0,59.29368029739776,84.0,2.0,86.0,4981.0,84.0,7.0,69.0,23.0,2.0,3.0,28.0,,,96.84,43.800000000000004,53.04,0.16626959247648904
NYC GEOG DIST #17 - BROOKLYN,2022,0.2,0.21,1523.0,615.0,40.0,908.0,59.61917268548916,80.0,3.0,83.0,17309.0,87.0,11.0,72.0,18.0,3.0,4.0,21.0,,,304.6,129.15,175.45000000000002,0.19322687224669605
NYC GEOG DIST #18 - BROOKLYN,2022,0.19,0.24,990.0,306.0,31.0,684.0,69.0909090909091,75.0,4.0,79.0,10064.0,86.0,8.0,82.0,10.0,2.0,4.0,23.0,,,188.1,73.44,114.66,0.1676315789473684
NYC GEOG DIST #19 - BROOKLYN,2022,0.17,0.2,1705.0,718.0,42.0,987.0,57.88856304985337,87.0,2.0,89.0,17403.0,86.0,16.0,40.0,47.0,9.0,2.0,24.0,,,289.85,143.6,146.25000000000003,0.1481762917933131
NYC GEOG DIST #20 - BROOKLYN,2022,0.12,0.12,3383.0,1139.0,34.0,2244.0,66.33165829145729,75.0,4.0,79.0,45131.0,91.0,25.0,2.0,29.0,45.0,23.0,18.0,,,405.96,136.68,269.28,0.11999999999999998
NYC GEOG DIST #21 - BROOKLYN,2022,0.14,0.14,2489.0,901.0,36.0,1588.0,63.80072318200081,72.0,3.0,75.0,32101.0,88.0,21.0,13.0,27.0,26.0,31.0,19.0,,,348.46000000000004,126.14000000000001,222.32000000000002,0.14
NYC GEOG DIST #22 - BROOKLYN,2022,0.15,0.15,2215.0,759.0,34.0,1456.0,65.73363431151242,67.0,5.0,72.0,28678.0,89.0,14.0,26.0,16.0,24.0,32.0,19.0,,,332.25,113.85,218.4,0.15
NYC GEOG DIST #23 - BROOKLYN,2022,0.18,0.21,691.0,304.0,44.0,387.0,56.00578871201157,89.0,2.0,91.0,6653.0,85.0,6.0,71.0,24.0,1.0,1.0,28.0,,,124.38,63.839999999999996,60.54,0.15643410852713177
NYC GEOG DIST #32 - BROOKLYN,2022,0.18,0.17,872.0,389.0,45.0,483.0,55.38990825688074,85.0,3.0,88.0,9324.0,88.0,29.0,15.0,79.0,2.0,3.0,21.0,,,156.96,66.13000000000001,90.83,0.18805383022774327
NYC GEOG DIST #24 - QUEENS,2022,0.12,0.12,3868.0,1224.0,32.0,2644.0,68.35573940020683,75.0,3.0,78.0,49149.0,91.0,29.0,2.0,66.0,19.0,12.0,19.0,,,464.15999999999997,146.88,317.28,0.12
NYC GEOG DIST #25 - QUEENS,2022,0.12,0.15,2548.0,742.0,29.0,1806.0,70.87912087912088,67.0,6.0,73.0,32971.0,90.0,23.0,6.0,33.0,48.0,10.0,17.0,,,305.76,111.3,194.45999999999998,0.10767441860465116
NYC GEOG DIST #26 - QUEENS,2022,0.12,0.2,2010.0,444.0,22.0,1566.0,77.91044776119404,54.0,7.0,61.0,28502.0,92.0,10.0,11.0,18.0,54.0,13.0,16.0,,,241.2,88.80000000000001,152.39999999999998,0.09731800766283523
NYC GEOG DIST #27 - QUEENS,2022,0.16,0.18,2978.0,914.0,31.0,2064.0,69.30826057756883,74.0,4.0,78.0,36692.0,87.0,13.0,21.0,42.0,22.0,9.0,20.0,,,476.48,164.51999999999998,311.96000000000004,0.15114341085271318
NYC GEOG DIST #28 - QUEENS,2022,0.14,0.17,2578.0,758.0,29.0,1820.0,70.59736229635377,64.0,4.0,68.0,34911.0,89.0,12.0,18.0,30.0,31.0,14.0,17.0,,,360.92,128.86,232.06,0.1275054945054945
NYC GEOG DIST #29 - QUEENS,2022,0.14,0.17,1731.0,487.0,28.0,1244.0,71.86597342576545,70.0,5.0,75.0,21240.0,87.0,12.0,56.0,19.0,18.0,2.0,19.0,,,242.34000000000003,82.79,159.55,0.12825562700964632
NYC GEOG DIST #30 - QUEENS,2022,0.13,0.14,2627.0,900.0,34.0,1727.0,65.74038827559954,68.0,3.0,71.0,33391.0,90.0,21.0,6.0,54.0,20.0,17.0,17.0,,,341.51,126.00000000000001,215.51,0.12478865083960625
NYC GEOG DIST #31 - STATEN ISLAND,2022,0.11,0.1,4410.0,1195.0,27.0,3215.0,72.90249433106575,57.0,5.0,62.0,55372.0,89.0,9.0,12.0,30.0,15.0,41.0,26.0,,,485.1,119.5,365.6,0.11371695178849145
LEWISTON-PORTER CSD,2022,0.08,0.14,146.0,8.0,5.0,138.0,94.52054794520548,23.0,2.0,25.0,1867.0,94.0,1.0,1.0,3.0,1.0,91.0,17.0,18282.0,21244.0,11.68,1.12,10.559999999999999,0.07652173913043478
LOCKPORT CITY SD,2022,0.08,0.06,344.0,39.0,11.0,305.0,88.66279069767442,56.0,5.0,61.0,4140.0,88.0,1.0,11.0,10.0,1.0,69.0,17.0,18192.0,21224.0,27.52,2.34,25.18,0.08255737704918033
NEWFANE CSD,2022,0.09,0.4,115.0,9.0,8.0,106.0,92.17391304347827,36.0,5.0,41.0,1259.0,90.0,0.0,1.0,2.0,0.0,92.0,18.0,20946.0,22527.0,10.35,3.6,6.75,0.06367924528301887
NIAGARA-WHEATFIELD CSD,2022,0.03,0.06,287.0,38.0,13.0,249.0,86.7595818815331,27.0,2.0,29.0,3210.0,90.0,1.0,2.0,4.0,2.0,79.0,15.0,20445.0,21282.0,8.61,2.28,6.33,0.025421686746987953
NIAGARA FALLS CITY SD,2022,0.1,0.07,364.0,36.0,10.0,328.0,90.10989010989012,77.0,3.0,80.0,6436.0,81.0,2.0,35.0,9.0,3.0,36.0,21.0,15731.0,19285.0,36.4,2.5200000000000005,33.879999999999995,0.10329268292682925
NORTH TONAWANDA CITY SD,2022,0.13,0.21,275.0,57.0,21.0,218.0,79.27272727272727,38.0,2.0,40.0,3103.0,89.0,1.0,2.0,5.0,1.0,86.0,19.0,16891.0,18697.0,35.75,11.969999999999999,23.78,0.10908256880733945
STARPOINT CSD,2022,0.1,0.42,224.0,22.0,10.0,202.0,90.17857142857143,14.0,2.0,16.0,2876.0,93.0,1.0,0.0,2.0,1.0,93.0,12.0,16222.0,17413.0,22.400000000000002,9.24,13.160000000000002,0.06514851485148516
ROYALTON-HARTLAND CSD,2022,0.14,0.33,91.0,8.0,9.0,83.0,91.20879120879121,34.0,3.0,37.0,1150.0,92.0,0.0,1.0,3.0,0.0,90.0,15.0,16394.0,18478.0,12.740000000000002,2.64,10.100000000000001,0.12168674698795183
BARKER CSD,2022,0.08,0.5,65.0,2.0,3.0,63.0,96.92307692307692,38.0,2.0,40.0,642.0,90.0,1.0,0.0,9.0,0.0,85.0,14.0,22138.0,24389.0,5.2,1.0,4.2,0.06666666666666667
WILSON CSD,2022,0.05,0.0,100.0,9.0,9.0,91.0,91.0,32.0,4.0,36.0,976.0,93.0,1.0,0.0,3.0,0.0,90.0,16.0,20713.0,22569.0,5.0,0.0,5.0,0.054945054945054944
ADIRONDACK CSD,2022,0.1,0.43,95.0,9.0,9.0,86.0,90.52631578947368,53.0,5.0,58.0,1103.0,92.0,0.0,1.0,0.0,0.0,98.0,15.0,19232.0,21144.0,9.5,3.87,5.63,0.06546511627906977
CAMDEN CSD,2022,0.11,0.0,161.0,16.0,10.0,145.0,90.06211180124224,38.0,2.0,40.0,1920.0,92.0,0.0,0.0,3.0,0.0,93.0,16.0,20791.0,21852.0,17.71,0.0,17.71,0.12213793103448277
CLINTON CSD,2022,0.07,0.2,101.0,9.0,9.0,92.0,91.0891089108911,22.0,1.0,23.0,1245.0,94.0,1.0,2.0,4.0,1.0,90.0,11.0,17814.0,19194.0,7.07,1.8,5.2700000000000005,0.05728260869565218
NEW HARTFORD CSD,2022,0.07,0.13,207.0,19.0,9.0,188.0,90.82125603864735,17.0,1.0,18.0,2500.0,95.0,1.0,1.0,5.0,5.0,85.0,9.0,17666.0,19026.0,14.490000000000002,2.47,12.020000000000001,0.06393617021276596
NY MILLS UFSD,2022,0.22,0.29,48.0,10.0,21.0,38.0,79.16666666666666,32.0,5.0,37.0,517.0,93.0,3.0,5.0,3.0,3.0,87.0,12.0,24066.0,26014.0,10.56,2.9,7.66,0.20157894736842105
SAUQUOIT VALLEY CSD,2022,0.05,0.18,76.0,8.0,11.0,68.0,89.47368421052632,29.0,3.0,32.0,932.0,93.0,1.0,1.0,4.0,1.0,91.0,13.0,16884.0,18591.0,3.8000000000000003,1.44,2.3600000000000003,0.034705882352941184
REMSEN CSD,2022,0.15,0.75,40.0,3.0,8.0,37.0,92.5,46.0,4.0,50.0,403.0,91.0,0.0,0.0,2.0,1.0,96.0,13.0,27357.0,29433.0,6.0,2.25,3.75,0.10135135135135136
ROME CITY SD,2022,0.1,0.15,427.0,63.0,15.0,364.0,85.24590163934425,54.0,0.0,54.0,5113.0,86.0,1.0,9.0,9.0,1.0,77.0,21.0,17367.0,19650.0,42.7,9.45,33.25,0.09134615384615384
WATERVILLE CSD,2022,0.11,0.13,66.0,12.0,18.0,54.0,81.81818181818183,36.0,2.0,38.0,721.0,94.0,1.0,0.0,2.0,0.0,98.0,13.0,17093.0,18902.0,7.26,1.56,5.699999999999999,0.10555555555555554
SHERRILL CITY SD,2022,0.09,0.14,151.0,20.0,13.0,131.0,86.75496688741721,34.0,2.0,36.0,1721.0,92.0,0.0,0.0,1.0,1.0,94.0,13.0,17847.0,19702.0,13.59,2.8000000000000003,10.79,0.08236641221374046
HOLLAND PATENT CSD,2022,0.13,0.23,123.0,26.0,21.0,97.0,78.86178861788618,33.0,3.0,36.0,1182.0,92.0,0.0,0.0,0.0,0.0,99.0,13.0,20171.0,21678.0,15.99,5.98,10.01,0.1031958762886598
UTICA CITY SD,2022,0.1,0.16,696.0,102.0,15.0,594.0,85.34482758620689,78.0,1.0,79.0,9257.0,85.0,16.0,25.0,21.0,20.0,26.0,18.0,15084.0,17166.0,69.60000000000001,16.32,53.28000000000001,0.0896969696969697
WESTMORELAND CSD,2022,0.16,0.13,71.0,17.0,24.0,54.0,76.05633802816901,20.0,2.0,22.0,821.0,94.0,0.0,1.0,2.0,0.0,96.0,15.0,22234.0,23749.0,11.36,2.21,9.149999999999999,0.16944444444444443
ORISKANY CSD,2022,0.22,0.47,53.0,11.0,21.0,42.0,79.24528301886792,27.0,0.0,27.0,530.0,94.0,0.0,1.0,4.0,1.0,92.0,13.0,21250.0,22264.0,11.66,5.17,6.49,0.15452380952380954
WHITESBORO CSD,2022,0.07,0.21,244.0,11.0,5.0,233.0,95.49180327868852,26.0,3.0,29.0,3040.0,93.0,1.0,1.0,4.0,1.0,91.0,16.0,18422.0,19240.0,17.080000000000002,2.31,14.770000000000001,0.06339055793991417
WEST GENESEE CSD,2022,0.15,0.33,330.0,5.0,2.0,325.0,98.48484848484848,22.0,2.0,24.0,4313.0,93.0,2.0,3.0,5.0,1.0,84.0,16.0,16500.0,17544.0,49.5,1.6500000000000001,47.85,0.14723076923076925
NORTH SYRACUSE CSD,2022,0.06,0.11,629.0,49.0,8.0,580.0,92.20985691573927,35.0,3.0,38.0,7681.0,92.0,2.0,5.0,5.0,4.0,79.0,16.0,18498.0,19693.0,37.74,5.39,32.35,0.055775862068965516
EAST SYRACUSE MINOA CSD,2022,0.15,0.1,263.0,33.0,13.0,230.0,87.45247148288973,38.0,3.0,41.0,3167.0,92.0,3.0,7.0,3.0,4.0,82.0,19.0,20407.0,21576.0,39.449999999999996,3.3000000000000003,36.15,0.15717391304347825
JAMESVILLE-DEWITT CSD,2022,0.06,0.19,205.0,20.0,10.0,185.0,90.2439024390244,23.0,2.0,25.0,2529.0,94.0,3.0,7.0,4.0,9.0,73.0,11.0,20056.0,21528.0,12.299999999999999,3.8,8.5,0.04594594594594595
JORDAN-ELBRIDGE CSD,2022,0.06,0.0,100.0,9.0,9.0,91.0,91.0,39.0,4.0,43.0,1127.0,91.0,1.0,2.0,2.0,0.0,95.0,17.0,17078.0,20402.0,6.0,0.0,6.0,0.06593406593406594
FABIUS-POMPEY CSD,2022,0.14,0.25,67.0,8.0,12.0,59.0,88.05970149253731,26.0,5.0,31.0,637.0,92.0,2.0,0.0,4.0,1.0,93.0,9.0,21842.0,24487.0,9.38,2.0,7.380000000000001,0.1250847457627119
WESTHILL CSD,2022,0.14,0.15,141.0,19.0,13.0,122.0,86.52482269503547,22.0,3.0,25.0,1715.0,94.0,1.0,6.0,5.0,2.0,82.0,13.0,17856.0,19162.0,19.740000000000002,2.85,16.89,0.1384426229508197
SOLVAY UFSD,2022,0.08,0.17,135.0,17.0,13.0,118.0,87.4074074074074,69.0,1.0,70.0,1310.0,88.0,5.0,9.0,11.0,1.0,69.0,17.0,19399.0,21766.0,10.8,2.89,7.91,0.06703389830508474
LAFAYETTE CSD,2022,0.09,0.0,82.0,7.0,9.0,75.0,91.46341463414635,48.0,1.0,49.0,771.0,93.0,0.0,1.0,1.0,1.0,58.0,15.0,26148.0,27384.0,7.38,0.0,7.38,0.0984
BALDWINSVILLE CSD,2022,0.08,0.2,354.0,21.0,6.0,333.0,94.0677966101695,26.0,1.0,27.0,5354.0,94.0,1.0,3.0,5.0,1.0,87.0,15.0,15325.0,16679.0,28.32,4.2,24.12,0.07243243243243244
FAYETTEVILLE-MANLIUS CSD,2022,0.08,0.32,326.0,17.0,5.0,309.0,94.78527607361963,14.0,1.0,15.0,4100.0,95.0,1.0,3.0,3.0,11.0,79.0,11.0,19358.0,20070.0,26.080000000000002,5.44,20.64,0.06679611650485437
MARCELLUS CSD,2022,0.1,0.29,131.0,3.0,2.0,128.0,97.70992366412213,18.0,2.0,20.0,1415.0,93.0,1.0,1.0,3.0,1.0,93.0,12.0,20341.0,21631.0,13.100000000000001,0.8699999999999999,12.230000000000002,0.09554687500000002
ONONDAGA CSD,2022,0.14,0.0,83.0,12.0,14.0,71.0,85.54216867469879,42.0,5.0,47.0,753.0,93.0,2.0,10.0,6.0,1.0,73.0,15.0,19068.0,20863.0,11.620000000000001,0.0,11.620000000000001,0.16366197183098594
LIVERPOOL CSD,2022,0.14,0.31,518.0,71.0,14.0,447.0,86.2934362934363,36.0,3.0,39.0,6705.0,91.0,3.0,11.0,7.0,7.0,68.0,21.0,18725.0,21111.0,72.52000000000001,22.01,50.510000000000005,0.11299776286353469
LYNCOURT UFSD,2022,0.15,0.2,36.0,3.0,8.0,33.0,91.66666666666666,58.0,14.0,72.0,375.0,94.0,15.0,17.0,9.0,20.0,46.0,22.0,20990.0,24148.0,5.3999999999999995,0.6000000000000001,4.799999999999999,0.14545454545454542
SKANEATELES CSD,2022,0.15,0.0,114.0,7.0,6.0,107.0,93.85964912280701,11.0,1.0,12.0,1240.0,94.0,1.0,0.0,4.0,1.0,93.0,8.0,21269.0,22069.0,17.099999999999998,0.0,17.099999999999998,0.1598130841121495
SYRACUSE CITY SD,2022,0.13,0.17,1729.0,509.0,29.0,1220.0,70.56101792943899,85.0,0.0,85.0,17801.0,80.0,17.0,48.0,15.0,7.0,22.0,21.0,18089.0,21707.0,224.77,86.53,138.24,0.11331147540983608
TULLY CSD,2022,0.21,0.2,76.0,6.0,8.0,70.0,92.10526315789474,29.0,3.0,32.0,684.0,93.0,1.0,0.0,3.0,1.0,93.0,11.0,21495.0,22803.0,15.959999999999999,1.2000000000000002,14.759999999999998,0.21085714285714283
CANANDAIGUA CITY SD,2022,0.11,0.3,324.0,56.0,17.0,268.0,82.71604938271605,34.0,2.0,36.0,3204.0,96.0,1.0,1.0,6.0,2.0,86.0,17.0,18186.0,19609.0,35.64,16.8,18.84,0.07029850746268657
EAST BLOOMFIELD CSD,2022,0.19,0.42,78.0,11.0,14.0,67.0,85.8974358974359,33.0,5.0,38.0,761.0,91.0,0.0,0.0,3.0,1.0,92.0,14.0,21445.0,23055.0,14.82,4.62,10.2,0.15223880597014924
GENEVA CITY SD,2022,0.18,0.25,227.0,63.0,28.0,164.0,72.24669603524228,64.0,2.0,66.0,1991.0,90.0,10.0,11.0,35.0,2.0,42.0,15.0,16217.0,21257.0,40.86,15.75,25.11,0.15310975609756097
GORHAM-MIDDLESEX CSD (MARCUS WHITMAN,2022,0.08,0.07,103.0,14.0,14.0,89.0,86.40776699029125,44.0,10.0,54.0,1069.0,93.0,0.0,0.0,1.0,0.0,97.0,19.0,24697.0,26685.0,8.24,0.9800000000000001,7.26,0.08157303370786517
MANCHESTER-SHORTSVILLE CSD (RED JACK,2022,0.18,0.17,79.0,23.0,29.0,56.0,70.88607594936708,56.0,5.0,61.0,729.0,94.0,1.0,0.0,8.0,1.0,85.0,13.0,18247.0,20296.0,14.219999999999999,3.91,10.309999999999999,0.18410714285714283
NAPLES CSD,2022,0.07,0.22,78.0,8.0,10.0,70.0,89.74358974358975,46.0,4.0,50.0,600.0,94.0,0.0,1.0,1.0,1.0,95.0,14.0,23024.0,25383.0,5.460000000000001,1.76,3.700000000000001,0.05285714285714287
PHELPS-CLIFTON SPRINGS CSD,2022,0.09,0.2,154.0,15.0,10.0,139.0,90.25974025974025,39.0,5.0,44.0,1466.0,93.0,3.0,1.0,8.0,1.0,89.0,18.0,19738.0,20694.0,13.86,3.0,10.86,0.0781294964028777
HONEOYE CSD,2022,0.17,0.18,70.0,16.0,23.0,54.0,77.14285714285715,36.0,4.0,40.0,516.0,92.0,1.0,0.0,1.0,0.0,97.0,16.0,24057.0,25768.0,11.9,2.88,9.02,0.16703703703703704
VICTOR CSD,2022,0.12,0.22,358.0,28.0,8.0,330.0,92.17877094972067,24.0,1.0,25.0,4197.0,94.0,3.0,3.0,8.0,3.0,82.0,12.0,14230.0,15739.0,42.96,6.16,36.8,0.11151515151515151
WASHINGTONVILLE CSD,2022,0.12,0.31,318.0,72.0,23.0,246.0,77.35849056603774,25.0,4.0,29.0,3740.0,93.0,3.0,10.0,30.0,2.0,55.0,14.0,19968.0,21688.0,38.16,22.32,15.839999999999996,0.06439024390243901
